"Year","Rnd","DT","OvPck","FrRnd","RdPck","Tm","Signed","Bonus","Name","Pos","WAR","G_bat","AB","HR","BA","OPS","G_pitch","W","L","ERA","WHIP","SV","Type","Drafted Out of"
"2005","5","","148","FrRnd","8","Devil Rays","Y","$177,500","Michael McCormick (minors)","3B","","","","","","","","","","","","","HS","Marist Catholic HS (Eugene, OR)"
"2005","5","","149","FrRnd","9","Mets","Y","$175,000","Drew Butera (minors)","C","-4.1","553","1337","19",".196",".542","7","0","0","7.5","2.00","0","4Yr","University of Central Florida (Orlando, FL)"
"2005","5","","150","FrRnd","10","Tigers","Y","$220,000","Jeff Larish (minors)","1B","-0.6","101","245","8",".225",".688","","","","","","","4Yr","Arizona State University (Tempe, AZ)"
"2005","5","","151","FrRnd","11","Pirates","Y","$171,000","Jeff Sues (minors)","RHP","","","","","","","","","","","","","4Yr","Vanderbilt University (Nashville, TN)"
"2005","5","","152","FrRnd","12","Reds","Y","$170,000","James Avery (minors)","RHP","","","","","","","","","","","","","4Yr","Niagara University (Lewiston, NY)"
"2005","5","","153","FrRnd","13","Orioles","Y","$170,000","Reid Hamblet (minors)","RHP","","","","","","","","","","","","","4Yr","Biola University (La Mirada, CA)"
"2005","5","","154","FrRnd","14","Indians","Y","$167,500","Kevin Dixon (minors)","RHP","","","","","","","","","","","","","4Yr","Minnesota State University, Mankato (Mankato, MN)"
"2005","5","","155","FrRnd","15","White Sox","Y","$90,000","Ryan Rote (minors)","RHP","","","","","","","","","","","","","4Yr","Vanderbilt University (Nashville, TN)"
"2005","5","","156","FrRnd","16","Marlins","Y","$166,000","Kyle Winters (minors)","RHP","","","","","","","","","","","","","HS","Pomona HS (Arvada, CO)"
"2005","5","","157","FrRnd","17","Phillies","Y","$165,000","Brett Harker (minors)","RHP","","","","","","","","","","","","","4Yr","College of Charleston (Charleston, SC)"
"2005","5","","158","FrRnd","18","Padres","Y","$105,000","Seth Johnston (minors)","SS","","","","","","","","","","","","","4Yr","University of Texas at Austin (Austin, TX)"
"2005","5","","159","FrRnd","19","Rangers","Y","$163,000","Michael Kirkman (minors)","LHP","-0.4","6","0","0","","","96","2","6","5.28","1.50","1","HS","Columbia HS (Lake City, FL)"
"2005","5","","160","FrRnd","20","Cubs","Y","$162,000","Scott Taylor (minors)","RHP","","","","","","","","","","","","","HS","Hermitage HS (Hermitage, VA)"
"2005","5","","161","FrRnd","21","Athletics","Y","$160,000","Scott Deal (minors)","RHP","","","","","","","","","","","","","HS","Curtis HS (Tacoma, WA)"
"2005","5","","162","FrRnd","22","Giants","Y","$170,000","Dan Griffin (minors)","RHP","","","","","","","","","","","","","4Yr","Niagara University (Lewiston, NY)"
"2005","5","","163","FrRnd","23","Angels","Y","$159,000","Tommy Mendoza (minors)","RHP","","","","","","","","","","","","","HS","Monsignor Edward Pace HS (Miami Gardens, FL)"
"2005","5","","164","FrRnd","24","Astros","Y","$158,000","Billy Hart (minors)","3B","","","","","","","","","","","","","4Yr","University of Southern California (Los Angeles, CA)"
"2005","5","","165","FrRnd","25","Twins","Y","$157,000","Steven Tolleson (minors)","SS","1.2","181","331","6",".245",".671","2","0","0","0","1.00","0","4Yr","University of South Carolina (Columbia, SC)"
"2005","5","","166","FrRnd","26","Dodgers","Y","$155,000","Jon Meloan (minors)","RHP","0.1","5","0","0","","","13","0","0","4.58","1.25","0","4Yr","University of Arizona (Tucson, AZ)"
"2005","5","","167","FrRnd","27","Braves","Y","$155,000","Will Startup (minors)","LHP","","","","","","","","","","","","","4Yr","University of Georgia (Athens, GA)"
"2005","5","","168","FrRnd","28","Red Sox","Y","$154,000","Reid Engel (minors)","OF","","","","","","","","","","","","","HS","Lewis-Palmer HS (Monument, CO)"
"2005","5","","169","FrRnd","29","Yankees","Y","$155,000","Zach Kroenke (minors)","LHP","-0.3","7","2","0",".000",".000","7","1","1","7.59","1.88","0","4Yr","University of Nebraska-Lincoln (Lincoln, NE)"
"2005","5","","170","FrRnd","30","Cardinals","Y","$150,000","Mitchell Boggs (minors)","RHP","0.4","232","27","0",".037",".111","241","13","15","4.12","1.46","6","4Yr","University of Georgia (Athens, GA)"
"2005","6","","171","FrRnd","1","Diamondbacks","Y","$145,000","Greg Smith (minors)","LHP","1.8","12","15","0",".333",".800","40","8","18","4.51","1.43","0","4Yr","Louisiana State University (Baton Rouge, LA)"
"2005","6","","172","FrRnd","2","Royals","Y","$130,000","Ryan DiPietro (minors)","LHP","","","","","","","","","","","","","4Yr","Eastern Connecticut State University (Willimantic, CT)"
"2005","6","","173","FrRnd","3","Mariners","N","","Lance Lynn (minors)","RHP","29.4","176","283","0",".085",".230","288","115","77","3.48","1.27","1","HS","Brownsburg HS (Brownsburg, IN)"
"2005","6","","174","FrRnd","4","Nationals","Y","$152,000","Marco Estrada (minors)","RHP","12.6","150","135","0",".141",".354","283","62","68","4.29","1.21","0","4Yr","California State University, Long Beach (Long Beach, CA)"
"2005","6","","175","FrRnd","5","Brewers","Y","$30,000","Steve Hammond (minors)","LHP","","","","","","","","","","","","","4Yr","California State University, Long Beach (Long Beach, CA)"
"2005","6","","176","FrRnd","6","Blue Jays","Y","$152,000","Josh Bell (minors)","C","","","","","","","","","","","","","4Yr","Auburn University (Auburn, AL)"
"2005","6","","177","FrRnd","7","Rockies","Y","$145,000","Corey Wimberly (minors)","2B","","","","","","","","","","","","","4Yr","Alcorn State University (Lorman, MS)"
"2005","6","","178","FrRnd","8","Devil Rays","Y","$140,000","Greg Reinhard (minors)","RHP","","","","","","","","","","","","","4Yr","University of Wisconsin-Whitewater (Whitewater, WI)"
"2005","6","","179","FrRnd","9","Mets","Y","$152,500","Greg Cain (minors)","OF","","","","","","","","","","","","","HS","Gahr HS (Cerritos, CA)"
"2005","6","","180","FrRnd","10","Tigers","Y","$150,000","Clete Thomas (minors)","OF","1.4","249","709","13",".233",".664","","","","","","","4Yr","Auburn University (Auburn, AL)"
"2005","6","","181","FrRnd","11","Pirates","Y","$70,000","Cameron Blair (minors)","2B","","","","","","","","","","","","","4Yr","Texas Tech University (Lubbock, TX)"
"2005","6","","182","FrRnd","12","Reds","Y","$145,000","Jeff Stevens (minors)","RHP","-0.8","31","2","0",".000",".000","33","1","0","6.27","1.71","0","4Yr","Loyola Marymount University (Los Angeles, CA)"
"2005","6","","183","FrRnd","13","Orioles","Y","$135,000","Blake Owen (minors)","RHP","","","","","","","","","","","","","4Yr","Belmont University (Nashville, TN)"
"2005","6","","184","FrRnd","14","Indians","Y","","Joe Ness (minors)","RHP","","","","","","","","","","","","","4Yr","Ball State University (Muncie, IN)"
"2005","6","","185","FrRnd","15","White Sox","Y","$140,000","Aaron Cunningham (minors)","OF","-0.4","222","452","7",".219",".628","","","","","","","JC","Everett Community College (Everett, WA)"
"2005","6","","186","FrRnd","16","Marlins","Y","$140,000","James Guerrero (minors)","2B","","","","","","","","","","","","","4Yr","San Diego State University (San Diego, CA)"
"2005","6","","187","FrRnd","17","Phillies","Y","$145,000","Justin Blaine (minors)","LHP","","","","","","","","","","","","","4Yr","University of San Diego (San Diego, CA)"
"2005","6","","188","FrRnd","18","Padres","Y","$60,000","Neil Jamison (minors)","RHP","","","","","","","","","","","","","4Yr","California State University, Long Beach (Long Beach, CA)"
"2005","6","","189","FrRnd","19","Rangers","Y","$90,000","German Duran (minors)","2B","-0.4","60","143","3",".231",".624","","","","","","","JC","Weatherford College (Weatherford, TX)"
"2005","6","","190","FrRnd","20","Cubs","Y","$135,000","Kyle Reynolds (minors)","SS","","","","","","","","","","","","","4Yr","Baylor University (Waco, TX)"
"2005","6","","191","FrRnd","21","Athletics","Y","$150,000","Justin Sellers (minors)","SS","1.3","99","252","3",".198",".574","","","","","","","HS","Marina HS (Huntington Beach, CA)"
"2005","6","","192","FrRnd","22","Giants","N","","Brad Cuthbertson (minors)","RHP","","","","","","","","","","","","","",""
"2005","6","","193","FrRnd","23","Angels","Y","$100,000","Jeremy Moore (minors)","OF","0.0","8","8","0",".125",".250","","","","","","","HS","North Caddo HS (Vivian, LA)"
"2005","6","","194","FrRnd","24","Astros","Y","$130,000","Brandon Barnes (minors)","OF","0.7","484","1172","20",".242",".647","","","","","","","JC","Cypress College (Cypress, CA)"
"2005","6","","195","FrRnd","25","Twins","Y","$140,000","J.W. Wilson (minors)","OF","","","","","","","","","","","","","HS","Midland HS (Midland, TX)"
"2005","6","","196","FrRnd","26","Dodgers","Y","$127,500","Brent Leach (minors)","LHP","-0.2","34","0","0","","","38","2","0","5.75","1.38","0","4Yr","Delta State University (Cleveland, MS)"
"2005","6","","197","FrRnd","27","Braves","Y","$140,000","Tyler Bullock (minors)","RHP","","","","","","","","","","","","","4Yr","Baylor University (Waco, TX)"
"2005","6","","198","FrRnd","28","Red Sox","Y","$50,000","Jeff Corsaletti (minors)","OF","","","","","","","","","","","","","4Yr","University of Florida (Gainesville, FL)"
"2005","6","","199","FrRnd","29","Yankees","N","","Doug Fister (minors)","RHP","19.4","65","105","0",".152",".357","242","83","92","3.72","1.26","1","4Yr","California State University, Fresno (Fresno, CA)"
"2005","6","","200","FrRnd","30","Cardinals","Y","$120,000","Wilfrido Pujols (minors)","OF","","","","","","","","","","","","","HS","Fort Osage HS (Independence, MO)"
"2005","7","","201","FrRnd","1","Diamondbacks","Y","$110,000","Anthony Cupps (minors)","RHP","","","","","","","","","","","","","4Yr","University of Mississippi (Oxford, MS)"
"2005","7","","202","FrRnd","2","Royals","Y","$130,000","Brent Fisher (minors)","LHP","","","","","","","","","","","","","HS","Tolleson Union HS (Tolleson, AZ)"
"2005","7","","203","FrRnd","3","Mariners","Y","$145,000","Robert Rohrbaugh (minors)","LHP","","","","","","","","","","","","","4Yr","Clemson University (Clemson, SC)"
"2005","7","","204","FrRnd","4","Nationals","Y","$115,000","Mike Daniel (minors)","OF","","","","","","","","","","","","","4Yr","University of North Carolina at Chapel Hill (Chapel Hill, NC)"
"2005","7","","205","FrRnd","5","Brewers","Y","$150,000","Michael Brantley (minors)","OF","32.9","1366","5269","122",".298",".795","","","","","","","HS","Fort Pierce Central HS (Fort Pierce, FL)"
"2005","7","","206","FrRnd","6","Blue Jays","Y","$120,000","Robert Ray (minors)","RHP","0.1","0","0","0","","","7","1","2","4.18","1.29","0","4Yr","Texas A&M University (College Station, TX)"
"2005","7","","207","FrRnd","7","Rockies","Y","$115,000","Geoff Strickland (minors)","SS","","","","","","","","","","","","","4Yr","Florida Southern College (Lakeland, FL)"
"2005","7","","208","FrRnd","8","Devil Rays","Y","$27,500","Mike Wlodarczyk (minors)","LHP","","","","","","","","","","","","","4Yr","Boston College (Chestnut Hill, MA)"
"2005","7","","209","FrRnd","9","Mets","Y","$175,000","Jon Niese (minors)","LHP","8.4","202","347","0",".150",".404","211","69","68","4.07","1.38","0","HS","Defiance HS (Defiance, OH)"
"2005","7","","210","FrRnd","10","Tigers","Y","$27,500","P.J. Finigan (minors)","RHP","","","","","","","","","","","","","4Yr","Southern Illinois University Carbondale (Carbondale, IL)"
"2005","7","","211","FrRnd","11","Pirates","Y","$137,000","Justin Vaclavik (minors)","RHP","","","","","","","","","","","","","4Yr","University of Houston (Houston, TX)"
"2005","7","","212","FrRnd","12","Reds","Y","$137,000","Brandon Roberts (minors)","OF","","","","","","","","","","","","","4Yr","California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)"
"2005","7","","213","FrRnd","13","Orioles","Y","$100,000","Bobby Andrews (minors)","OF","","","","","","","","","","","","","4Yr","California State University, Fullerton (Fullerton, CA)"
"2005","7","","214","FrRnd","14","Indians","Y","$20,000","James Deters (minors)","RHP","","","","","","","","","","","","","4Yr","Calvin University (Grand Rapids, MI)"
"2005","7","","215","FrRnd","15","White Sox","Y","$115,000","Dan Cortes (minors)","RHP","-0.2","0","0","0","","","14","0","3","5.06","1.56","0","HS","Garey HS (Pomona, CA)"
"2005","7","","216","FrRnd","16","Marlins","Y","$152,000","Chris Leroux (minors)","RHP","-1.0","64","2","0",".000",".000","65","1","3","6.03","1.70","0","4Yr","Winthrop University (Rock Hill, SC)"
"2005","7","","217","FrRnd","17","Phillies","Y","$110,000","Jermaine Williams (minors)","OF","","","","","","","","","","","","","HS","Los Angeles HS (Los Angeles, CA)"
"2005","7","","218","FrRnd","18","Padres","Y","$120,000","Will Venable (minors)","OF","13.0","967","2836","81",".249",".719","","","","","","","4Yr","Princeton University (Princeton, NJ)"
"2005","7","","219","FrRnd","19","Rangers","Y","$250,000","Jake Rasner (minors)","RHP","","","","","","","","","","","","","HS","Earl Wooster HS (Reno, NV)"
"2005","7","","220","FrRnd","20","Cubs","Y","$30,000","David Taylor (minors)","LHP","","","","","","","","","","","","","4Yr","Baylor University (Waco, TX)"
"2005","7","","221","FrRnd","21","Athletics","Y","$105,000","Kevin Bunch (minors)","RHP","","","","","","","","","","","","","HS","Serrano HS (Phelan, CA)"
"2005","7","","222","FrRnd","22","Giants","Y","$90,000","Joey Dyche (minors)","OF","","","","","","","","","","","","","4Yr","Lewis-Clark State College (Lewiston, ID)"
"2005","7","","223","FrRnd","23","Angels","Y","$110,000","Robert Romero (minors)","RHP","","","","","","","","","","","","","JC","Grayson College (Denison, TX)"
"2005","7","","224","FrRnd","24","Astros","Y","$100,000","Tim Johnson (minors)","SS","","","","","","","","","","","","","HS","Wissahickon Senior HS (Ambler, PA)"
"2005","7","","225","FrRnd","25","Twins","Y","$90,000","Gregory Yersich (minors)","C","","","","","","","","","","","","","HS","Andrean HS (Merrillville, IN)"
"2005","7","","226","FrRnd","26","Dodgers","Y","$110,000","Christopher Hobdy (minors)","RHP","","","","","","","","","","","","","HS","Monterey HS (Lubbock, TX)"
"2005","7","","227","FrRnd","27","Braves","Y","$130,000","Brandon Monk (minors)","2B","","","","","","","","","","","","","HS","LaGrange HS (LaGrange, GA)"
"2005","7","","228","FrRnd","28","Red Sox","Y","$90,000","Yahmed Yema (minors)","OF","","","","","","","","","","","","","4Yr","Florida International University (Miami, FL)"
"2005","7","","229","FrRnd","29","Yankees","Y","$90,000","Garrett Patterson (minors)","LHP","","","","","","","","","","","","","4Yr","University of Oklahoma (Norman, OK)"
"2005","7","","230","FrRnd","30","Cardinals","Y","$15,000","Nick Stavinoha (minors)","OF","-1.3","147","265","4",".234",".581","","","","","","","4Yr","Louisiana State University (Baton Rouge, LA)"
"2005","8","","231","FrRnd","1","Diamondbacks","Y","$80,000","Ryan Schreppel (minors)","LHP","","","","","","","","","","","","","4Yr","California State University, Fullerton (Fullerton, CA)"
"2005","8","","232","FrRnd","2","Royals","Y","$100,000","Nicholas Doscher (minors)","C","","","","","","","","","","","","","HS","Moore Catholic HS (Staten Island, NY)"
"2005","8","","233","FrRnd","3","Mariners","Y","$23,500","David Asher (minors)","LHP","","","","","","","","","","","","","4Yr","Florida International University (Miami, FL)"
"2005","8","","234","FrRnd","4","Nationals","Y","$90,000","Jack Spradlin (minors)","LHP","","","","","","","","","","","","","4Yr","University of Southern California (Los Angeles, CA)"
"2005","8","","235","FrRnd","5","Brewers","N","","Jemile Weeks (minors)","SS","1.5","260","955","4",".255",".667","","","","","","","HS","Lake Brantley HS (Altamonte Springs, FL)"
"2005","8","","236","FrRnd","6","Blue Jays","Y","$25,000","Jacob Butler (minors)","OF","","","","","","","","","","","","","4Yr","University of Nevada, Reno (Reno, NV)"
"2005","8","","237","FrRnd","7","Rockies","Y","$12,000","James Burok (minors)","RHP","","","","","","","","","","","","","4Yr","Old Dominion University (Norfolk, VA)"
"2005","8","","238","FrRnd","8","Devil Rays","Y","$300,000","Andrew Lopez (minors)","OF","","","","","","","","","","","","","HS","Elk Grove HS (Elk Grove, CA)"
"2005","8","","239","FrRnd","9","Mets","Y","$150,000","Sean McCraw (minors)","C","","","","","","","","","","","","","JC","San Jacinto College (Pasadena, TX)"
"2005","8","","240","FrRnd","10","Tigers","Y","$77,500","Brendan Wise (minors)","RHP","","","","","","","","","","","","","JC","Pratt Community College (Pratt, KS)"
"2005","8","","241","FrRnd","11","Pirates","Y","$40,000","Steve Pearce (minors)","1B","9.9","766","2256","91",".254",".772","","","","","","","4Yr","University of South Carolina (Columbia, SC)"
"2005","8","","242","FrRnd","12","Reds","Y","$65,000","Michael Jones (minors)","SS","","","","","","","","","","","","","HS","Wayne County HS (Jesup, GA)"
"2005","8","","243","FrRnd","13","Orioles","Y","$75,000","Chorye Spoone (minors)","RHP","","","","","","","","","","","","","JC","Community College of Baltimore County, Catonsville Campus (Catonsville, MD)"
"2005","8","","244","FrRnd","14","Indians","Y","$90,000","Ryan Edell (minors)","LHP","","","","","","","","","","","","","4Yr","College of Charleston (Charleston, SC)"
"2005","8","","245","FrRnd","15","White Sox","Y","$78,000","Clayton Richard (minors)","LHP","1.1","228","325","3",".114",".316","275","69","84","4.51","1.43","1","4Yr","University of Michigan (Ann Arbor, MI)"
"2005","8","","246","FrRnd","16","Marlins","N","","Aaron Bates (minors)","1B","0.0","5","11","0",".364",".962","","","","","","","4Yr","North Carolina State University (Raleigh, NC)"
"2005","8","","247","FrRnd","17","Phillies","Y","$95,000","Jeremy Slayden (minors)","OF","","","","","","","","","","","","","4Yr","Georgia Institute of Technology (Atlanta, GA)"
"2005","8","","248","FrRnd","18","Padres","Y","$25,000","John Madden (minors)","RHP","","","","","","","","","","","","","4Yr","Auburn University (Auburn, AL)"
"2005","8","","249","FrRnd","19","Rangers","N","","Bradley Barragar (minors)","RHP","","","","","","","","","","","","","JC","Golden West College (Huntington Beach, CA)"
"2005","8","","250","FrRnd","20","Cubs","Y","$82,000","Jake Muyco (minors)","C","","","","","","","","","","","","","4Yr","North Carolina State University (Raleigh, NC)"
"2005","8","","251","FrRnd","21","Athletics","Y","$70,000","Jason Ray (minors)","RHP","","","","","","","","","","","","","4Yr","Azusa Pacific University (Azusa, CA)"
"2005","8","","252","FrRnd","22","Giants","N","","Scotty Bridges (minors)","2B","","","","","","","","","","","","","4Yr","University of Arkansas (Fayetteville, AR)"
"2005","8","","253","FrRnd","23","Angels","N","","Matt Hall (minors)","SS","","","","","","","","","","","","","HS","Horizon HS (Scottsdale, AZ)"
"2005","8","","254","FrRnd","24","Astros","Y","$380,000","Koby Clemens (minors)","3B","","","","","","","","","","","","","HS","Memorial HS (Houston, TX)"
"2005","8","","255","FrRnd","25","Twins","Y","$12,500","Danny Powers (minors)","RHP","","","","","","","","","","","","","4Yr","University of Central Missouri (Warrensburg, MO)"
"2005","8","","256","FrRnd","26","Dodgers","Y","$50,000","David Horlacher (minors)","RHP","","","","","","","","","","","","","4Yr","Brigham Young University (Provo, UT)"
"2005","8","","257","FrRnd","27","Braves","Y","$100,000","Kyle Cofield (minors)","RHP","","","","","","","","","","","","","HS","Southside HS (Southside, AL)"
"2005","8","","258","FrRnd","28","Red Sox","Y","$75,000","J.T. Zink (minors)","RHP","","","","","","","","","","","","","JC","Everett Community College (Everett, WA)"
"2005","8","","259","FrRnd","29","Yankees","Y","$800,000","Austin Jackson (minors)","OF","22.1","1115","4200","65",".273",".729","","","","","","","HS","Billy Ryan HS (Denton, TX)"
"2005","8","","260","FrRnd","30","Cardinals","Y","$15,000","Jason Cairns (minors)","RHP","","","","","","","","","","","","","4Yr","Central Michigan University (Mount Pleasant, MI)"
"2005","9","","261","FrRnd","1","Diamondbacks","Y","$23,000","Josh Ford (minors)","C","","","","","","","","","","","","","4Yr","Baylor University (Waco, TX)"
"2005","9","","262","FrRnd","2","Royals","Y","$75,000","Kiel Thibault (minors)","C","","","","","","","","","","","","","4Yr","Gonzaga University (Spokane, WA)"
"2005","9","","263","FrRnd","3","Mariners","Y","","Bryan Sabatella (minors)","3B","","","","","","","","","","","","","4Yr","Quinnipiac University (Hamden, CT)"
"2005","9","","264","FrRnd","4","Nationals","Y","$70,000","John-Michael Howell (minors)","OF","","","","","","","","","","","","","4Yr","University of Central Florida (Orlando, FL)"
"2005","9","","265","FrRnd","5","Brewers","Y","$152,000","Carlos Hereaud (minors)","2B","","","","","","","","","","","","","HS","Lawrence E Elkins HS (Missouri City, TX)"
"2005","9","","266","FrRnd","6","Blue Jays","Y","$75,000","Paul Phillips (minors)","RHP","","","","","","","","","","","","","4Yr","Oakland University (Rochester, MI)"
"2005","9","","267","FrRnd","7","Rockies","Y","$72,500","Andrew Johnston (minors)","RHP","","","","","","","","","","","","","4Yr","University of Missouri (Columbia, MO)"
"2005","9","","268","FrRnd","8","Devil Rays","Y","","Derek Feldkamp (minors)","RHP","","","","","","","","","","","","","4Yr","University of Michigan (Ann Arbor, MI)"
"2005","9","","269","FrRnd","9","Mets","Y","$65,000","Bobby Parnell (minors)","RHP","0.7","314","9","0",".111",".222","335","20","28","3.82","1.44","37","4Yr","Charleston Southern University (Charleston, SC)"
"2005","9","","270","FrRnd","10","Tigers","N","","Paul Coleman (minors)","LHP","","","","","","","","","","","","","4Yr","Pepperdine University (Malibu, CA)"
"2005","9","","271","FrRnd","11","Pirates","Y","$71,000","Derrik Moeves (minors)","RHP","","","","","","","","","","","","","4Yr","Northern Kentucky University (Highland Heights, KY)"
"2005","9","","272","FrRnd","12","Reds","Y","$200,000","Milton Loo (minors)","3B","","","","","","","","","","","","","JC","Yavapai College (Prescott, AZ)"
"2005","9","","273","FrRnd","13","Orioles","Y","$25,000","Paco Figueroa (minors)","2B","","","","","","","","","","","","","4Yr","University of Miami (Coral Gables, FL)"
"2005","9","","274","FrRnd","14","Indians","Y","$65,000","Roman Pena (minors)","OF","","","","","","","","","","","","","HS","Montgomery HS (San Diego, CA)"
"2005","9","","275","FrRnd","15","White Sox","Y","$70,000","Joseph Winn (minors)","RHP","","","","","","","","","","","","","JC","Delgado Community College (New Orleans, LA)"
"2005","9","","276","FrRnd","16","Marlins","Y","$10,000","Jim Brauer (minors)","RHP","","","","","","","","","","","","","4Yr","University of Michigan (Ann Arbor, MI)"
"2005","9","","277","FrRnd","17","Phillies","Y","$15,000","Clay Harris (minors)","2B","","","","","","","","","","","","","4Yr","Louisiana State University (Baton Rouge, LA)"
"2005","9","","278","FrRnd","18","Padres","Y","$60,000","Casey Smith (minors)","1B","","","","","","","","","","","","","4Yr","Erskine College (Due West, SC)"
"2005","9","","279","FrRnd","19","Rangers","Y","$235,000","R.J. Anderson (minors)","OF","","","","","","","","","","","","","HS","Armwood HS (Seffner, FL)"
"2005","9","","280","FrRnd","20","Cubs","Y","$79,000","Matt Avery (minors)","RHP","","","","","","","","","","","","","4Yr","University of Virginia (Charlottesville, VA)"
"2005","9","","281","FrRnd","21","Athletics","Y","$60,000","Trey Shields (minors)","RHP","","","","","","","","","","","","","4Yr","University of Alabama (Tuscaloosa, AL)"
"2005","9","","282","FrRnd","22","Giants","Y","$7,500","Anthony Contreras (minors)","SS","","","","","","","","","","","","","4Yr","San Jose State University (San Jose, CA)"
"2005","9","","283","FrRnd","23","Angels","Y","$152,000","Robert Mosebach (minors)","RHP","-0.1","0","0","0","","","3","0","0","7.71","3.00","0","JC","Hillsborough Community College (Tampa, FL)"
"2005","9","","284","FrRnd","24","Astros","N","","Jordan Meaker (minors)","RHP","","","","","","","","","","","","","HS","Flower Mound HS (Flower Mound, TX)"
"2005","9","","285","FrRnd","25","Twins","Y","$60,000","Erik Lis (minors)","1B","","","","","","","","","","","","","4Yr","University of Evansville (Evansville, IN)"
"2005","9","","286","FrRnd","26","Dodgers","N","","Michael Davitt (minors)","RHP","","","","","","","","","","","","","HS","Davidson HS (Mobile, AL)"
"2005","9","","287","FrRnd","27","Braves","Y","$65,000","Steven Garcia (minors)","C","","","","","","","","","","","","","HS","Temecula Valley HS (Temecula, CA)"
"2005","9","","288","FrRnd","28","Red Sox","Y","$90,000","Mark Wagner (minors)","C","","","","","","","","","","","","","4Yr","University of California, Irvine (Irvine, CA)"
"2005","9","","289","FrRnd","29","Yankees","Y","$60,000","James Cooper (minors)","OF","","","","","","","","","","","","","4Yr","Loyola Marymount University (Los Angeles, CA)"
"2005","9","","290","FrRnd","30","Cardinals","Y","$50,000","Zach Zuercher (minors)","LHP","","","","","","","","","","","","","4Yr","University of Rhode Island (Kingston, RI)"
"2005","10","","291","FrRnd","1","Diamondbacks","Y","$60,000","Cody Evans (minors)","RHP","","","","","","","","","","","","","4Yr","California State University, Long Beach (Long Beach, CA)"
"2005","10","","292","FrRnd","2","Royals","Y","$5,000","Jeff Howell (minors)","C","","","","","","","","","","","","","4Yr","Florida Southern College (Lakeland, FL)"
"2005","10","","293","FrRnd","3","Mariners","Y","$17,500","Ronnie Prettyman (minors)","3B","","","","","","","","","","","","","4Yr","California State University, Fullerton (Fullerton, CA)"
"2005","10","","294","FrRnd","4","Nationals","Y","$15,000","Dee Brown (minors)","OF","","","","","","","","","","","","","4Yr","University of Central Florida (Orlando, FL)"
"2005","10","","295","FrRnd","5","Brewers","Y","$160,000","Steve Garrison (minors)","LHP","0.0","0","0","0","","","1","0","0","0","0.00","0","HS","The Hun School of Princeton (Princeton, NJ)"
"2005","10","","296","FrRnd","6","Blue Jays","Y","$12,000","Josh Sowers (minors)","RHP","","","","","","","","","","","","","4Yr","Yale University (New Haven, CT)"
"2005","10","","297","FrRnd","7","Rockies","N","","Garner Wetzel (minors)","SS","","","","","","","","","","","","","4Yr","Millsaps College (Jackson, MS)"
"2005","10","","298","FrRnd","8","Devil Rays","Y","$75,000","John Matulia (minors)","OF","","","","","","","","","","","","","HS","Eustis HS (Eustis, FL)"
"2005","10","","299","FrRnd","9","Mets","Y","$60,000","Courtney Billingslea (minors)","OF","","","","","","","","","","","","","JC","Sinclair Community College (Dayton, OH)"
"2005","10","","300","FrRnd","10","Tigers","Y","$10,000","Kevin Ardoin (minors)","RHP","","","","","","","","","","","","","4Yr","University of Louisiana at Lafayette (Lafayette, LA)"
"2005","10","","301","FrRnd","11","Pirates","Y","$30,000","Derek Antelo (minors)","RHP","","","","","","","","","","","","","4Yr","Nova Southeastern University (Fort Lauderdale, FL)"
"2005","10","","302","FrRnd","12","Reds","Y","$50,000","Bo Lanier (minors)","RHP","","","","","","","","","","","","","4Yr","University of Georgia (Athens, GA)"
"2005","10","","303","FrRnd","13","Orioles","Y","$55,000","Ryan Stadanlick (minors)","RHP","","","","","","","","","","","","","4Yr","St. Joseph's University (Philadelphia, PA)"
"2005","10","","304","FrRnd","14","Indians","Y","$50,000","Jason Schutt (minors)","RHP","","","","","","","","","","","","","4Yr","University of Central Missouri (Warrensburg, MO)"
"2005","10","","305","FrRnd","15","White Sox","Y","$65,000","Israel Chirino (minors)","LHP","","","","","","","","","","","","","4Yr","University of Miami (Coral Gables, FL)"
"2005","10","","306","FrRnd","16","Marlins","Y","$75,000","Cody Allen (minors)","3B","","","","","","","","","","","","","HS","Elk Grove HS (Elk Grove, CA)"
"2005","10","","307","FrRnd","17","Phillies","Y","$52,500","Josh Outman (minors)","LHP","2.7","90","24","0",".042",".122","161","16","11","4.43","1.43","0","4Yr","University of Central Missouri (Warrensburg, MO)"
"2005","10","","308","FrRnd","18","Padres","Y","$50,000","Josh Alley (minors)","OF","","","","","","","","","","","","","4Yr","University of Tennessee (Knoxville, TN)"
"2005","10","","309","FrRnd","19","Rangers","Y","$58,000","Matt Nevarez (minors)","RHP","","","","","","","","","","","","","HS","San Fernando HS (San Fernando, CA)"
"2005","10","","310","FrRnd","20","Cubs","Y","$12,500","Joe Simokaitis (minors)","SS","","","","","","","","","","","","","4Yr","University of Nebraska-Lincoln (Lincoln, NE)"
"2005","10","","311","FrRnd","21","Athletics","Y","$30,000","John Herrera (minors)","RHP","","","","","","","","","","","","","4Yr","Lubbock Christian University (Lubbock, TX)"
"2005","10","","312","FrRnd","22","Giants","Y","$7,500","Nick Pereira (minors)","RHP","","","","","","","","","","","","","4Yr","University of San Francisco (San Francisco, CA)"
