"Year","Rnd","DT","OvPck","FrRnd","RdPck","Tm","Signed","Bonus","Name","Pos","WAR","G_bat","AB","HR","BA","OPS","G_pitch","W","L","ERA","WHIP","SV","Type","Drafted Out of"
"2005","10","","313","FrRnd","23","Angels","Y","$325,000","Peter Bourjos (minors)","OF","9.6","875","2116","43",".237",".669","","","","","","","HS","Notre Dame Prep (Scottsdale, AZ)"
"2005","10","","314","FrRnd","24","Astros","Y","$50,000","Allen Langdon (minors)","OF","","","","","","","","","","","","","HS","Eagle HS (Eagle, ID)"
"2005","10","","315","FrRnd","25","Twins","Y","$50,000","Matt Betsill (minors)","3B","","","","","","","","","","","","","4Yr","Furman University (Greenville, SC)"
"2005","10","","316","FrRnd","26","Dodgers","Y","$50,000","Trayvon Robinson (minors)","OF","-0.1","90","288","5",".215",".602","","","","","","","HS","Crenshaw HS (Los Angeles, CA)"
"2005","10","","317","FrRnd","27","Braves","N","","Colin Carter (minors)","LHP","","","","","","","","","","","","","JC","Grayson College (Denison, TX)"
"2005","10","","318","FrRnd","28","Red Sox","Y","$50,000","Kevin Guyette (minors)","RHP","","","","","","","","","","","","","4Yr","University of Arizona (Tucson, AZ)"
"2005","10","","319","FrRnd","29","Yankees","Y","$10,000","Kyle Anson (minors)","3B","","","","","","","","","","","","","4Yr","Texas State University (San Marcos, TX)"
"2005","10","","320","FrRnd","30","Cardinals","Y","$2,000","Randy Roth (minors)","C","","","","","","","","","","","","","4Yr","Southeastern Louisiana University (Hammond, LA)"
"2005","11","","321","FrRnd","1","Diamondbacks","N","","Brett Jacobson (minors)","RHP","","","","","","","","","","","","","HS","Cactus Shadows HS (Cave Creek, AZ)"
"2005","11","","322","FrRnd","2","Royals","Y","","Mike Penn (minors)","RHP","","","","","","","","","","","","","4Yr","University of Michigan (Ann Arbor, MI)"
"2005","11","","323","FrRnd","3","Mariners","N","","Brian Contreras (minors)","OF","","","","","","","","","","","","","",""
"2005","11","","324","FrRnd","4","Nationals","Y","","John Lannan (minors)","LHP","6.2","145","247","1",".105",".297","153","46","58","4.18","1.44","0","4Yr","Siena College (Loudonville, NY)"
"2005","11","","325","FrRnd","5","Brewers","N","","Brent Allar (minors)","RHP","","","","","","","","","","","","","JC","Weatherford College (Weatherford, TX)"
"2005","11","","326","FrRnd","6","Blue Jays","Y","","Wesley Stone (minors)","SS","","","","","","","","","","","","","HS","A. B. Miller HS (Fontana, CA)"
"2005","11","","327","FrRnd","7","Rockies","Y","","Chris Frey (minors)","OF","","","","","","","","","","","","","4Yr","University of Arizona (Tucson, AZ)"
"2005","11","","328","FrRnd","8","Devil Rays","Y","","Jeff Kamrath (minors)","RHP","","","","","","","","","","","","","4Yr","University of Virginia (Charlottesville, VA)"
"2005","11","","329","FrRnd","9","Mets","N","","Luis Martinez (minors)","C","-0.3","32","77","1",".182",".536","","","","","","","JC","Jackson State Community College (Jackson, TN)"
"2005","11","","330","FrRnd","10","Tigers","Y","","Anthony Claggett (minors)","RHP","-0.4","1","0","0","","","3","0","0","27","4.64","0","4Yr","University of California, Riverside (Riverside, CA)"
"2005","11","","331","FrRnd","11","Pirates","Y","","Chris Jones (minors)","C","","","","","","","","","","","","","4Yr","California State University, Long Beach (Long Beach, CA)"
"2005","11","","332","FrRnd","12","Reds","Y","","Carlos Fisher (minors)","RHP","-0.4","69","7","0",".000",".000","74","2","5","4.74","1.54","0","4Yr","Lewis-Clark State College (Lewiston, ID)"
"2005","11","","333","FrRnd","13","Orioles","Y","","Bruce Gallaway (minors)","LHP","","","","","","","","","","","","","4Yr","Missouri Valley College (Marshall, MO)"
"2005","11","","334","FrRnd","14","Indians","Y","","Nick Petrucci (minors)","3B","","","","","","","","","","","","","JC","College of the Canyons (Santa Clarita, CA)"
"2005","11","","335","FrRnd","15","White Sox","Y","","Jason Rice (minors)","RHP","","","","","","","","","","","","","JC","Chaffey College (Rancho Cucamonga, CA)"
"2005","11","","336","FrRnd","16","Marlins","Y","","Andy Jenkins (minors)","C","","","","","","","","","","","","","4Yr","Oregon State University (Corvallis, OR)"
"2005","11","","337","FrRnd","17","Phillies","Y","","Tuffy Gosewisch (minors)","C","-1.2","137","420","5",".191",".499","","","","","","","4Yr","Arizona State University (Tempe, AZ)"
"2005","11","","338","FrRnd","18","Padres","N","","Josh Tomlin (minors)","RHP","5.3","96","28","0",".286",".632","286","69","56","4.77","1.23","2","JC","Angelina College (Lufkin, TX)"
"2005","11","","339","FrRnd","19","Rangers","Y","","Nathan Fogle (minors)","RHP","","","","","","","","","","","","","4Yr","Oregon State University (Corvallis, OR)"
"2005","11","","340","FrRnd","20","Cubs","Y","","Mike Phelps (minors)","RHP","","","","","","","","","","","","","4Yr","University of Central Missouri (Warrensburg, MO)"
"2005","11","","341","FrRnd","21","Athletics","Y","","Steve Kleen (minors)","RHP","","","","","","","","","","","","","4Yr","Pepperdine University (Malibu, CA)"
"2005","11","","342","FrRnd","22","Giants","Y","","Henry Gutierrez (minors)","C","","","","","","","","","","","","","4Yr","Troy University (Troy, AL)"
"2005","11","","343","FrRnd","23","Angels","N","","Tim Murphy (minors)","OF","","","","","","","","","","","","","HS","Rancho Buena Vista HS (Vista, CA)"
"2005","11","","344","FrRnd","24","Astros","Y","","Cory Lapinski (minors)","LHP","","","","","","","","","","","","","4Yr","Illinois Wesleyan University (Bloomington, IL)"
"2005","11","","345","FrRnd","25","Twins","Y","$500,000","Brian Kirwan (minors)","RHP","","","","","","","","","","","","","HS","Santa Fe Christian School (Solana Beach, CA)"
"2005","11","","346","FrRnd","26","Dodgers","Y","","Adam Godwin (minors)","OF","","","","","","","","","","","","","4Yr","Troy University (Troy, AL)"
"2005","11","","347","FrRnd","27","Braves","Y","","Michael Nix (minors)","RHP","","","","","","","","","","","","","4Yr","Auburn University (Auburn, AL)"
"2005","11","","348","FrRnd","28","Red Sox","Y","","Ismael Casillas (minors)","RHP","","","","","","","","","","","","","4Yr","Benedictine College (Atchison, KS)"
"2005","11","","349","FrRnd","29","Yankees","Y","$400,000","Alan Horne (minors)","RHP","","","","","","","","","","","","","4Yr","University of Florida (Gainesville, FL)"
"2005","11","","350","FrRnd","30","Cardinals","Y","","Steve Gonzalez (minors)","C","","","","","","","","","","","","","",""
"2005","12","","351","FrRnd","1","Diamondbacks","Y","","Bryan Byrne (minors)","1B","","","","","","","","","","","","","4Yr","Saint Mary's College of California (Moraga, CA)"
"2005","12","","352","FrRnd","2","Royals","Y","","Cody Harkcom (minors)","RHP","","","","","","","","","","","","","JC","New Mexico Junior College (Hobbs, NM)"
"2005","12","","353","FrRnd","3","Mariners","Y","","Anthony Varvaro (minors)","RHP","1.8","145","1","0",".000",".000","166","7","9","3.23","1.28","1","4Yr","St. John's University (Queens, NY)"
"2005","12","","354","FrRnd","4","Nationals","Y","","Craig Stammen (minors)","RHP","9.8","478","101","0",".218",".556","529","54","42","3.62","1.23","6","4Yr","University of Dayton (Dayton, OH)"
"2005","12","","355","FrRnd","5","Brewers","Y","","John Alonso (minors)","1B","","","","","","","","","","","","","JC","Polk State College (Winter Haven, FL)"
"2005","12","","356","FrRnd","6","Blue Jays","Y","","Billy Carnline (minors)","RHP","","","","","","","","","","","","","4Yr","Texas Tech University (Lubbock, TX)"
"2005","12","","357","FrRnd","7","Rockies","N","","Dominick Foster (minors)","RHP","","","","","","","","","","","","","JC","Fresno City College (Fresno, CA)"
"2005","12","","358","FrRnd","8","Devil Rays","Y","","Ryan Zimmerman (minors)","RHP","","","","","","","","","","","","","JC","Salt Lake Community College (Salt Lake City, UT)"
"2005","12","","359","FrRnd","9","Mets","Y","","Matthew Spath (minors)","OF","","","","","","","","","","","","","HS","Flagler Palm Coast HS (Palm Coast, FL)"
"2005","12","","360","FrRnd","10","Tigers","Y","","Matt Joyce (minors)","OF","14.6","1400","3718","149",".242",".767","","","","","","","4Yr","Florida Southern College (Lakeland, FL)"
"2005","12","","361","FrRnd","11","Pirates","Y","","Jason Delaney (minors)","OF","","","","","","","","","","","","","4Yr","Boston College (Chestnut Hill, MA)"
"2005","12","","362","FrRnd","12","Reds","Y","","Adam Rosales (minors)","SS","3.6","651","1621","48",".226",".656","2","0","0","9","1.50","0","4Yr","Western Michigan University (Kalamazoo, MI)"
"2005","12","","363","FrRnd","13","Orioles","N","","John Raynor (minors)","OF","-0.1","11","10","0",".200",".473","","","","","","","4Yr","University of North Carolina at Wilmington (Wilmington, NC)"
"2005","12","","364","FrRnd","14","Indians","Y","","Matt Fornasiere (minors)","SS","","","","","","","","","","","","","4Yr","University of Minnesota (Minneapolis, MN)"
"2005","12","","365","FrRnd","15","White Sox","Y","","Sheldon Catchot (minors)","LHP","","","","","","","","","","","","","JC","Delgado Community College (New Orleans, LA)"
"2005","12","","366","FrRnd","16","Marlins","N","","Kyle Marlatt (minors)","RHP","","","","","","","","","","","","","4Yr","Texas A&M University (College Station, TX)"
"2005","12","","367","FrRnd","17","Phillies","Y","","Mike Zagurski (minors)","LHP","-2.3","84","0","0","","","91","1","1","7.78","1.81","0","4Yr","University of Kansas (Lawrence, KS)"
"2005","12","","368","FrRnd","18","Padres","Y","","Aaron Breit (minors)","RHP","","","","","","","","","","","","","JC","Garden City Community College (Garden City, KS)"
"2005","12","","369","FrRnd","19","Rangers","N","","Dexter Carter (minors)","RHP","","","","","","","","","","","","","HS","Greenbrier Christian Academy (Chesapeake, VA)"
"2005","12","","370","FrRnd","20","Cubs","Y","","Yusuf Carter (minors)","C","","","","","","","","","","","","","JC","El Paso Community College (El Paso, TX)"
"2005","12","","371","FrRnd","21","Athletics","Y","","Jeff Baisley (minors)","3B","-0.3","14","43","0",".256",".598","","","","","","","4Yr","University of South Florida (Tampa, FL)"
"2005","12","","372","FrRnd","22","Giants","Y","","Joe Martinez (minors)","RHP","-0.6","20","11","0",".182",".455","21","4","3","5.82","1.78","0","4Yr","Boston College (Chestnut Hill, MA)"
"2005","12","","373","FrRnd","23","Angels","Y","","Greg Dini (minors)","C","","","","","","","","","","","","","4Yr","Tulane University (New Orleans, LA)"
"2005","12","","374","FrRnd","24","Astros","Y","","Tip Fairchild (minors)","RHP","","","","","","","","","","","","","4Yr","University of Southern Maine (Gorham, ME)"
"2005","12","","375","FrRnd","25","Twins","Y","","Alex Burnett (minors)","RHP","0.0","17","0","0","","","177","8","11","4.7","1.45","0","HS","Ocean View HS (Huntington Beach, CA)"
"2005","12","","376","FrRnd","26","Dodgers","Y","","Kristopher Krise (minors)","RHP","","","","","","","","","","","","","4Yr","California State University, Chico (Chico, CA)"
"2005","12","","377","FrRnd","27","Braves","Y","","Rudy Quinonez (minors)","RHP","","","","","","","","","","","","","4Yr","California State University, Fresno (Fresno, CA)"
"2005","12","","378","FrRnd","28","Red Sox","Y","","Kyle Fernandes (minors)","LHP","","","","","","","","","","","","","JC","Massasoit Community College (Brockton, MA)"
"2005","12","","379","FrRnd","29","Yankees","Y","","Joseph Muich (minors)","C","","","","","","","","","","","","","4Yr","Wichita State University (Wichita, KS)"
"2005","12","","380","FrRnd","30","Cardinals","N","","Daniel McCutchen (minors)","RHP","0.1","107","30","0",".067",".192","109","8","11","4.81","1.51","0","4Yr","University of Oklahoma (Norman, OK)"
